year,month,breed,n_animals
2022,8,Saanenziege,14063
2022,9,Saanenziege,13964
2022,10,Saanenziege,13990
2022,11,Saanenziege,13653
2022,12,Saanenziege,13337
2023,1,Saanenziege,14446
2023,2,Saanenziege,15941
2023,3,Saanenziege,16006
2023,4,Saanenziege,15131
2023,5,Saanenziege,14173
2023,6,Saanenziege,13679
2023,7,Saanenziege,13338
2020,1,Stiefelgeiss,832
2020,2,Stiefelgeiss,954
2020,3,Stiefelgeiss,1083
2020,4,Stiefelgeiss,1095
2020,5,Stiefelgeiss,1075
2020,6,Stiefelgeiss,1074
2020,7,Stiefelgeiss,1066
2020,8,Stiefelgeiss,1045
2020,9,Stiefelgeiss,1015
2020,10,Stiefelgeiss,985
2020,11,Stiefelgeiss,939
2020,12,Stiefelgeiss,937
2021,1,Stiefelgeiss,965
2021,2,Stiefelgeiss,1128
2021,3,Stiefelgeiss,1203
2021,4,Stiefelgeiss,1243
2021,5,Stiefelgeiss,1243
2021,6,Stiefelgeiss,1225
2021,7,Stiefelgeiss,1202
2021,8,Stiefelgeiss,1166
2021,9,Stiefelgeiss,1137
2021,10,Stiefelgeiss,1094
2021,11,Stiefelgeiss,1017
2021,12,Stiefelgeiss,1007
2022,1,Stiefelgeiss,1038
2022,2,Stiefelgeiss,1150
2022,3,Stiefelgeiss,1274
2022,4,Stiefelgeiss,1264
2022,5,Stiefelgeiss,1241
2022,6,Stiefelgeiss,1223
2022,7,Stiefelgeiss,1193
2022,8,Stiefelgeiss,1131
2022,9,Stiefelgeiss,1082
2022,10,Stiefelgeiss,1040
2022,11,Stiefelgeiss,969
2022,12,Stiefelgeiss,942
2023,1,Stiefelgeiss,944
2023,2,Stiefelgeiss,1070
2023,3,Stiefelgeiss,1184
2023,4,Stiefelgeiss,1190
2023,5,Stiefelgeiss,1164
2023,6,Stiefelgeiss,1148
2023,7,Stiefelgeiss,1122
2020,1,Tauernschecken,353
2020,2,Tauernschecken,436
2020,3,Tauernschecken,487
2020,4,Tauernschecken,481
2020,5,Tauernschecken,466
2020,6,Tauernschecken,460
2020,7,Tauernschecken,449
2020,8,Tauernschecken,446
2020,9,Tauernschecken,431
