year,month,breed,n_animals
2020,5,Miniature Bull Terrier,573.0
2020,6,Miniature Bull Terrier,579.0
2020,7,Miniature Bull Terrier,580.0
2020,8,Miniature Bull Terrier,585.0
2020,9,Miniature Bull Terrier,599.0
2020,10,Miniature Bull Terrier,606.0
2020,11,Miniature Bull Terrier,611.0
2020,12,Miniature Bull Terrier,618.0
2021,1,Miniature Bull Terrier,628.0
2021,2,Miniature Bull Terrier,633.0
2021,3,Miniature Bull Terrier,644.0
2021,4,Miniature Bull Terrier,646.0
2021,5,Miniature Bull Terrier,647.0
2021,6,Miniature Bull Terrier,647.0
2021,7,Miniature Bull Terrier,662.0
2021,8,Miniature Bull Terrier,675.0
2021,9,Miniature Bull Terrier,678.0
2021,10,Miniature Bull Terrier,688.0
2021,11,Miniature Bull Terrier,702.0
2021,12,Miniature Bull Terrier,700.0
2022,1,Miniature Bull Terrier,706.0
2022,2,Miniature Bull Terrier,710.0
2022,3,Miniature Bull Terrier,712.0
2022,4,Miniature Bull Terrier,717.0
2022,5,Miniature Bull Terrier,728.0
2022,6,Miniature Bull Terrier,738.0
2022,7,Miniature Bull Terrier,735.0
2022,8,Miniature Bull Terrier,737.0
2022,9,Miniature Bull Terrier,748.0
2022,10,Miniature Bull Terrier,753.0
2022,11,Miniature Bull Terrier,754.0
2022,12,Miniature Bull Terrier,753.0
2023,1,Miniature Bull Terrier,755.0
2023,2,Miniature Bull Terrier,757.0
2023,3,Miniature Bull Terrier,764.0
2023,4,Miniature Bull Terrier,764.0
2023,5,Miniature Bull Terrier,764.0
2023,6,Miniature Bull Terrier,760.0
2023,7,Miniature Bull Terrier,760.0
2016,1,Polski Owczarek Podhalanski,57.0
2016,2,Polski Owczarek Podhalanski,57.0
2016,3,Polski Owczarek Podhalanski,56.0
2016,4,Polski Owczarek Podhalanski,57.0
2016,5,Polski Owczarek Podhalanski,56.0
2016,6,Polski Owczarek Podhalanski,55.0
2016,7,Polski Owczarek Podhalanski,54.0
2016,8,Polski Owczarek Podhalanski,54.0
2016,9,Polski Owczarek Podhalanski,54.0
2016,10,Polski Owczarek Podhalanski,55.0
2016,11,Polski Owczarek Podhalanski,55.0
2016,12,Polski Owczarek Podhalanski,55.0
2017,1,Polski Owczarek Podhalanski,54.0
2017,2,Polski Owczarek Podhalanski,54.0
2017,3,Polski Owczarek Podhalanski,54.0
2017,4,Polski Owczarek Podhalanski,53.0
2017,5,Polski Owczarek Podhalanski,53.0
2017,6,Polski Owczarek Podhalanski,53.0
2017,7,Polski Owczarek Podhalanski,52.0
2017,8,Polski Owczarek Podhalanski,52.0
2017,9,Polski Owczarek Podhalanski,52.0
2017,10,Polski Owczarek Podhalanski,52.0
2017,11,Polski Owczarek Podhalanski,51.0
2017,12,Polski Owczarek Podhalanski,51.0
2018,1,Polski Owczarek Podhalanski,50.0
2018,2,Polski Owczarek Podhalanski,50.0
2018,3,Polski Owczarek Podhalanski,46.0
2018,4,Polski Owczarek Podhalanski,45.0
2018,5,Polski Owczarek Podhalanski,44.0
2018,6,Polski Owczarek Podhalanski,44.0
2018,7,Polski Owczarek Podhalanski,44.0
2018,8,Polski Owczarek Podhalanski,43.0
2018,9,Polski Owczarek Podhalanski,43.0
2018,10,Polski Owczarek Podhalanski,45.0
2018,11,Polski Owczarek Podhalanski,45.0
2018,12,Polski Owczarek Podhalanski,44.0
2019,1,Polski Owczarek Podhalanski,44.0
2019,2,Polski Owczarek Podhalanski,44.0
2019,3,Polski Owczarek Podhalanski,45.0
2019,4,Polski Owczarek Podhalanski,45.0
2019,5,Polski Owczarek Podhalanski,44.0
2019,6,Polski Owczarek Podhalanski,44.0
2019,7,Polski Owczarek Podhalanski,42.0
2019,8,Polski Owczarek Podhalanski,42.0
2019,9,Polski Owczarek Podhalanski,41.0
2019,10,Polski Owczarek Podhalanski,41.0
2019,11,Polski Owczarek Podhalanski,41.0
2019,12,Polski Owczarek Podhalanski,41.0
2020,1,Polski Owczarek Podhalanski,42.0
2020,2,Polski Owczarek Podhalanski,42.0
2020,3,Polski Owczarek Podhalanski,43.0
2020,4,Polski Owczarek Podhalanski,43.0
2020,5,Polski Owczarek Podhalanski,42.0
2020,6,Polski Owczarek Podhalanski,41.0
2020,7,Polski Owczarek Podhalanski,41.0
2020,8,Polski Owczarek Podhalanski,41.0
2020,9,Polski Owczarek Podhalanski,40.0
2020,10,Polski Owczarek Podhalanski,40.0
2020,11,Polski Owczarek Podhalanski,39.0
2020,12,Polski Owczarek Podhalanski,39.0
2021,1,Polski Owczarek Podhalanski,45.0
2021,2,Polski Owczarek Podhalanski,46.0
2021,3,Polski Owczarek Podhalanski,46.0
2021,4,Polski Owczarek Podhalanski,45.0
2021,5,Polski Owczarek Podhalanski,44.0
2021,6,Polski Owczarek Podhalanski,43.0
2021,7,Polski Owczarek Podhalanski,42.0
2021,8,Polski Owczarek Podhalanski,43.0
2021,9,Polski Owczarek Podhalanski,43.0
2021,10,Polski Owczarek Podhalanski,42.0
2021,11,Polski Owczarek Podhalanski,41.0
2021,12,Polski Owczarek Podhalanski,41.0
2022,1,Polski Owczarek Podhalanski,42.0
2022,2,Polski Owczarek Podhalanski,42.0
2022,3,Polski Owczarek Podhalanski,40.0
2022,4,Polski Owczarek Podhalanski,40.0
2022,5,Polski Owczarek Podhalanski,40.0
2022,6,Polski Owczarek Podhalanski,40.0
2022,7,Polski Owczarek Podhalanski,40.0
2022,8,Polski Owczarek Podhalanski,40.0
2022,9,Polski Owczarek Podhalanski,40.0
2022,10,Polski Owczarek Podhalanski,40.0
2022,11,Polski Owczarek Podhalanski,40.0
2022,12,Polski Owczarek Podhalanski,40.0
2023,1,Polski Owczarek Podhalanski,42.0
2023,2,Polski Owczarek Podhalanski,42.0
2023,3,Polski Owczarek Podhalanski,41.0
2023,4,Polski Owczarek Podhalanski,41.0
2023,5,Polski Owczarek Podhalanski,38.0
2023,6,Polski Owczarek Podhalanski,39.0
2023,7,Polski Owczarek Podhalanski,39.0
2016,1,Rhodesian Ridgeback,1937.0
2016,2,Rhodesian Ridgeback,1961.0
2016,3,Rhodesian Ridgeback,1956.0
2016,4,Rhodesian Ridgeback,1952.0
2016,5,Rhodesian Ridgeback,1962.0
2016,6,Rhodesian Ridgeback,1995.0
2016,7,Rhodesian Ridgeback,1999.0
2016,8,Rhodesian Ridgeback,2001.0
2016,9,Rhodesian Ridgeback,2013.0
2016,10,Rhodesian Ridgeback,2001.0
2016,11,Rhodesian Ridgeback,1994.0
2016,12,Rhodesian Ridgeback,1995.0
2017,1,Rhodesian Ridgeback,1995.0
2017,2,Rhodesian Ridgeback,2002.0
2017,3,Rhodesian Ridgeback,2015.0
2017,4,Rhodesian Ridgeback,2031.0
2017,5,Rhodesian Ridgeback,2036.0
2017,6,Rhodesian Ridgeback,2070.0
2017,7,Rhodesian Ridgeback,2091.0
2017,8,Rhodesian Ridgeback,2105.0
2017,9,Rhodesian Ridgeback,2090.0
2017,10,Rhodesian Ridgeback,2098.0
2017,11,Rhodesian Ridgeback,2090.0
2017,12,Rhodesian Ridgeback,2088.0
2018,1,Rhodesian Ridgeback,2098.0
2018,2,Rhodesian Ridgeback,2099.0
2018,3,Rhodesian Ridgeback,2095.0
2018,4,Rhodesian Ridgeback,2103.0
2018,5,Rhodesian Ridgeback,2101.0
2018,6,Rhodesian Ridgeback,2147.0
2018,7,Rhodesian Ridgeback,2153.0
2018,8,Rhodesian Ridgeback,2155.0
2018,9,Rhodesian Ridgeback,2156.0
2018,10,Rhodesian Ridgeback,2163.0
2018,11,Rhodesian Ridgeback,2161.0
2018,12,Rhodesian Ridgeback,2162.0
2019,1,Rhodesian Ridgeback,2154.0
2019,2,Rhodesian Ridgeback,2178.0
2019,3,Rhodesian Ridgeback,2192.0
2019,4,Rhodesian Ridgeback,2248.0
2019,5,Rhodesian Ridgeback,2277.0
2019,6,Rhodesian Ridgeback,2281.0
2019,7,Rhodesian Ridgeback,2275.0
2019,8,Rhodesian Ridgeback,2288.0
