year,month,ag,ai,ar,be,bl,bs,fr,ge,gl,gr,ju,lu,ne,nw,ow,sg,sh,so,sz,tg,ti,ur,vd,vs,zg,zh,
2022,10,,0.0,0.0,,0.0,0.0,5.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0
2022,11,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,6.0,,,0.0
2022,12,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,6.0,0.0,,6.0,0.0,,0.0
2023,1,,0.0,0.0,14.0,,0.0,18.0,,0.0,,,9.0,0.0,0.0,0.0,,0.0,,,,7.0,0.0,10.0,6.0,0.0,,0.0
2023,2,15.0,0.0,,51.0,5.0,0.0,40.0,,,8.0,33.0,23.0,8.0,0.0,0.0,8.0,0.0,26.0,,8.0,,,19.0,6.0,,5.0,0.0
2023,3,28.0,,7.0,138.0,8.0,0.0,65.0,,,17.0,196.0,37.0,17.0,0.0,,23.0,0.0,35.0,,14.0,9.0,0.0,27.0,13.0,5.0,8.0,0.0
2023,4,40.0,6.0,,167.0,13.0,,64.0,,0.0,38.0,272.0,58.0,23.0,0.0,,35.0,0.0,47.0,8.0,25.0,20.0,,37.0,26.0,,19.0,
2023,5,18.0,,,123.0,10.0,0.0,54.0,,0.0,30.0,142.0,25.0,23.0,0.0,,25.0,,26.0,13.0,30.0,15.0,0.0,21.0,16.0,0.0,25.0,0.0
2023,6,,0.0,,31.0,,0.0,8.0,,0.0,12.0,15.0,11.0,,0.0,0.0,9.0,0.0,9.0,,9.0,,,10.0,9.0,0.0,7.0,0.0
2023,7,,0.0,0.0,,0.0,0.0,5.0,0.0,0.0,6.0,,6.0,,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,0.0
