year,month,breed,n_animals
2017,6,Kiger Mustang,
2017,7,Kiger Mustang,
2017,8,Kiger Mustang,
2017,9,Kiger Mustang,
2017,10,Kiger Mustang,
2017,11,Kiger Mustang,
2017,12,Kiger Mustang,
2018,1,Kiger Mustang,
2018,2,Kiger Mustang,
2018,3,Kiger Mustang,
2018,4,Kiger Mustang,
2018,5,Kiger Mustang,5.0
2018,6,Kiger Mustang,5.0
2018,7,Kiger Mustang,6.0
2018,8,Kiger Mustang,6.0
2018,9,Kiger Mustang,6.0
2018,10,Kiger Mustang,6.0
2018,11,Kiger Mustang,6.0
2018,12,Kiger Mustang,6.0
2019,1,Kiger Mustang,6.0
2019,2,Kiger Mustang,6.0
2019,3,Kiger Mustang,6.0
2019,4,Kiger Mustang,6.0
2019,5,Kiger Mustang,6.0
2019,6,Kiger Mustang,6.0
2019,7,Kiger Mustang,6.0
2019,8,Kiger Mustang,6.0
2019,9,Kiger Mustang,6.0
2019,10,Kiger Mustang,6.0
2019,11,Kiger Mustang,6.0
2019,12,Kiger Mustang,6.0
2020,1,Kiger Mustang,6.0
2020,2,Kiger Mustang,6.0
2020,3,Kiger Mustang,7.0
2020,4,Kiger Mustang,7.0
2020,5,Kiger Mustang,7.0
2020,6,Kiger Mustang,7.0
2020,7,Kiger Mustang,7.0
2020,8,Kiger Mustang,7.0
2020,9,Kiger Mustang,7.0
2020,10,Kiger Mustang,7.0
2020,11,Kiger Mustang,7.0
2020,12,Kiger Mustang,7.0
2021,1,Kiger Mustang,7.0
2021,2,Kiger Mustang,7.0
2021,3,Kiger Mustang,7.0
2021,4,Kiger Mustang,7.0
2021,5,Kiger Mustang,7.0
2021,6,Kiger Mustang,8.0
2021,7,Kiger Mustang,7.0
2021,8,Kiger Mustang,7.0
2021,9,Kiger Mustang,7.0
2021,10,Kiger Mustang,7.0
2021,11,Kiger Mustang,7.0
2021,12,Kiger Mustang,7.0
2022,1,Kiger Mustang,7.0
2022,2,Kiger Mustang,7.0
2022,3,Kiger Mustang,7.0
2022,4,Kiger Mustang,7.0
2022,5,Kiger Mustang,7.0
2022,6,Kiger Mustang,7.0
2022,7,Kiger Mustang,7.0
2022,8,Kiger Mustang,7.0
2022,9,Kiger Mustang,7.0
