year,month,ad,ae,af,ag,ai,al,am,an,ao,ar,as,at,au,aw,ax,az,ba,bb,bd,be,bf,bg,bh,bi,bj,bl,bm,bn,bo,br,bs,bt,bw,by,ca,cd,cf,cg,ci,ck,cl,cm,cn,co,cr,cu,cv,cy,cz,de,dk,dm,do,dz,ec,ee,eg,eh,es,et,fi,fj,fk,fr,gb,gd,ge,gf,gh,gi,gl,gm,gp,gq,gr,gt,hk,hn,hr,ht,hu,id,ie,il,im,in,iq,ir,is,it,je,jm,jo,jp,ke,kg,kh,kn,ko,kp,kr,kw,ky,kz,la,lb,lc,li,lk,lt,lu,lv,ma,mc,md,me,mf,mg,mk,ml,mm,mn,mo,mq,mt,mu,mw,mx,my,mz,na,nc,ne,ng,ni,nl,no,np,nz,om,pa,pe,pf,ph,pk,pl,pr,pt,py,qa,re,ro,rs,ru,rw,sa,sb,sc,sd,se,sg,si,sk,sl,sm,sn,so,sv,sy,sz,tg,th,tj,tl,tm,tn,tr,tt,tw,tz,ua,ug,us,uy,uz,va,vc,ve,vg,vi,vn,ye,za,zm,zw
2020,3,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,40,,0.0,0.0,0.0,18.0,0.0,0.0,10.0,0.0,23,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,421,,0.0,0.0,,0.0,0.0,0.0,0.0,113,0.0,,0.0,0.0,315,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,28.0,0.0,,0.0,6.0,0.0,91,,,0.0,0.0,,0.0,0.0,0.0,172,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,20,0.0,100,0.0,0.0,0.0,64,5.0,16.0,0.0,0.0,0.0,0.0,0.0,,0.0,,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,7.0,0.0,20.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0
2020,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,34,,0.0,0.0,0.0,,0.0,0.0,,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,197,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,240,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,133,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,49,0.0,0.0,,46,,,0.0,0.0,0.0,0.0,0.0,8.0,0.0,,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,44,0.0,0.0,,0.0,12.0,0.0,0.0,6.0,0.0,98,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,350,,0.0,,0.0,0.0,0.0,0.0,0.0,180,0.0,7.0,0.0,0.0,422,9,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,13.0,0.0,196,0.0,,0.0,0.0,0.0,0.0,,0.0,354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,118,0.0,0.0,0.0,139,,,0.0,0.0,0.0,0.0,0.0,6.0,0.0,10.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,6,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,69,,0.0,0.0,0.0,31.0,0.0,0.0,16.0,0.0,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,19,484,,0.0,0.0,0.0,0.0,0.0,0.0,,276,,,0.0,0.0,526,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,29.0,0.0,193,0.0,,,0.0,0.0,0.0,0.0,0.0,614,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,11.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0.0,138,0.0,0.0,0.0,181,14.0,20.0,0.0,0.0,0.0,0.0,0.0,11.0,,6.0,94,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,22.0,0.0,0.0,0.0,,,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
2020,7,0.0,5.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,58,,0.0,0.0,0.0,37.0,0.0,0.0,17.0,0.0,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,25,551,0.0,0.0,0.0,0.0,,,,0.0,308,0.0,5.0,0.0,0.0,592,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,,0.0,20.0,0.0,163,0.0,7.0,,0.0,,0.0,0.0,0.0,476,0.0,,,,0.0,0.0,,0.0,5.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,12.0,0.0,,0.0,0.0,0.0,0.0,0.0,21.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,40,0.0,171,0.0,0.0,0.0,184,15.0,17.0,,0.0,0.0,0.0,0.0,5.0,8.0,13.0,111,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,18.0,0.0,0.0,,,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
2020,8,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,65,,,0.0,0.0,16.0,0.0,0.0,21.0,0.0,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,6.0,5.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,32,604,8.0,0.0,,0.0,0.0,,,0.0,273,0.0,,0.0,0.0,596,56,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,,0.0,34.0,0.0,188,0.0,,,0.0,,0.0,0.0,0.0,531,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,8.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,16.0,7.0,0.0,0.0,0.0,,,0.0,,0.0,66,0.0,337,,0.0,0.0,137,17.0,19.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,8.0,121,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,16.0,0.0,,0.0,8.0,0.0,48.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2020,9,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,72,5.0,0.0,0.0,0.0,33.0,0.0,0.0,14.0,0.0,77,0.0,0.0,0.0,,0.0,0.0,0.0,9.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,24,554,,0.0,0.0,0.0,,0.0,,0.0,237,0.0,,0.0,0.0,532,26,0.0,0.0,0.0,0.0,,0.0,,,,51.0,,,0.0,25.0,0.0,174,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,479,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,6.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,,184,0.0,0.0,0.0,125,8.0,34.0,0.0,0.0,0.0,0.0,0.0,8.0,,5.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,,14.0,0.0,0.0,0.0,5.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0
2020,10,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,67,,0.0,0.0,0.0,33.0,0.0,0.0,21.0,0.0,85,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,0.0,0.0,5.0,10.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,24,700,,0.0,,0.0,7.0,0.0,,0.0,209,0.0,5.0,,0.0,653,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,25.0,0.0,223,0.0,,,0.0,,0.0,,0.0,607,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,14.0,7.0,0.0,,0.0,,,0.0,0.0,0.0,77,0.0,172,0.0,0.0,0.0,129,12.0,52.0,,0.0,0.0,0.0,0.0,8.0,0.0,10.0,111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,11.0,0.0,0.0,0.0,6.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
2020,11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,62,,0.0,0.0,0.0,19.0,0.0,0.0,8.0,0.0,116,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,15,567,,0.0,,0.0,0.0,,,0.0,230,0.0,,0.0,0.0,448,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,,0.0,37.0,0.0,125,0.0,11.0,0.0,0.0,,0.0,0.0,0.0,435,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,41,0.0,176,0.0,,0.0,178,10.0,33.0,0.0,,0.0,0.0,0.0,5.0,,,102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,6.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7.0,0.0,0.0
2020,12,0.0,5.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,57,,0.0,0.0,0.0,49.0,0.0,0.0,14.0,0.0,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,30,645,,0.0,,0.0,,0.0,,0.0,250,0.0,,0.0,0.0,556,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,,0.0,28.0,0.0,147,,,0.0,0.0,,0.0,0.0,0.0,453,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,7.0,,0.0,,11.0,0.0,0.0,6.0,,0.0,0.0,0.0,0.0,,0.0,0.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,,0.0,0.0,0.0,,,0.0,0.0,,56,0.0,199,0.0,0.0,0.0,208,8.0,40.0,0.0,,0.0,0.0,0.0,5.0,,,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,13.0,0.0,,,6.0,0.0,36.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2021,1,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,6.0,0.0,47,5.0,0.0,0.0,0.0,46.0,0.0,,11.0,0.0,44,0.0,0.0,0.0,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,23,546,,0.0,,0.0,0.0,,,0.0,256,0.0,7.0,0.0,0.0,604,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,,0.0,24.0,0.0,203,,7.0,,0.0,,0.0,0.0,0.0,444,0.0,0.0,0.0,,,0.0,0.0,0.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,0.0,6.0,,0.0,0.0,,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,62,,266,0.0,0.0,0.0,177,11.0,52.0,0.0,0.0,0.0,0.0,0.0,,,6.0,106,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,,0.0,5.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,,0.0
2021,2,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,7.0,0.0,36,,0.0,0.0,0.0,51.0,0.0,0.0,7.0,0.0,99,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,11,392,,0.0,,0.0,0.0,,,0.0,236,,,0.0,0.0,436,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,,0.0,18.0,0.0,175,,,0.0,0.0,,0.0,0.0,0.0,529,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0,10.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,39,0.0,164,,0.0,,197,19.0,43.0,0.0,0.0,0.0,0.0,0.0,,,7.0,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,5.0,,0.0,0.0,0.0,,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
2021,3,0.0,,,0.0,0.0,,0.0,0.0,0.0,,,61,,0.0,0.0,0.0,59.0,0.0,0.0,16.0,0.0,55,0.0,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,13,461,,0.0,,0.0,0.0,0.0,,0.0,253,0.0,,0.0,0.0,548,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,,0.0,31.0,0.0,203,,7.0,,0.0,,0.0,0.0,0.0,472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,0.0,5.0,,0.0,0.0,6.0,,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,54,0.0,153,,0.0,0.0,197,9.0,61.0,0.0,0.0,0.0,0.0,0.0,5.0,,9.0,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,0.0,,,0.0,0.0,,9.0,0.0,15.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
2021,4,0.0,,0.0,0.0,0.0,,0.0,,0.0,5.0,,38,5.0,0.0,0.0,0.0,18.0,0.0,0.0,11.0,0.0,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,6.0,,0.0,0.0,,0.0,0.0,6.0,0.0,,,0.0,0.0,,,27,513,,,,0.0,,0.0,,0.0,215,0.0,5.0,0.0,0.0,533,30,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,40.0,0.0,122,0.0,,,0.0,0.0,0.0,0.0,0.0,537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,51,0.0,150,0.0,0.0,,135,6.0,69.0,,0.0,0.0,0.0,0.0,6.0,,7.0,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,,11.0,0.0,0.0,0.0,9.0,,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
2021,5,0.0,5.0,,0.0,0.0,6.0,0.0,,0.0,,0.0,63,,0.0,0.0,0.0,43.0,0.0,0.0,17.0,0.0,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,5.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,5.0,,0.0,27,584,,0.0,,0.0,,0.0,0.0,0.0,301,0.0,,0.0,0.0,526,23,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,35.0,0.0,132,0.0,,,0.0,0.0,0.0,0.0,0.0,501,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,10.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,,187,0.0,0.0,0.0,195,11.0,76.0,0.0,0.0,0.0,0.0,0.0,6.0,,,77,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
2021,6,0.0,,,0.0,0.0,,0.0,0.0,,,0.0,56,,0.0,0.0,0.0,39.0,0.0,0.0,8.0,0.0,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,,5.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,21,513,,0.0,,0.0,0.0,,0.0,0.0,202,0.0,,0.0,0.0,474,19,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,61.0,0.0,,0.0,25.0,0.0,192,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,542,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,,0.0,,8.0,0.0,0.0,6.0,,0.0,0.0,0.0,0.0,,,0.0,6.0,,0.0,,0.0,0.0,0.0,0.0,20.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,48,,131,0.0,,0.0,133,9.0,71.0,0.0,,0.0,0.0,0.0,,,8.0,57,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,6.0,0.0,0.0,0.0,12.0,0.0,46.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7.0,0.0,0.0
2021,7,0.0,5.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,69,,0.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,52,0.0,0.0,0.0,0.0,,0.0,,13.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,29,793,7.0,0.0,0.0,0.0,,,,0.0,255,,5.0,0.0,0.0,709,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,42.0,0.0,,0.0,28.0,0.0,104,0.0,8.0,0.0,0.0,,0.0,0.0,0.0,540,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,13.0,,0.0,0.0,0.0,,5.0,0.0,,0.0,46,0.0,157,,0.0,0.0,106,14.0,46.0,0.0,0.0,0.0,0.0,0.0,13.0,,6.0,83,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,5.0,14.0,0.0,0.0,0.0,11.0,,43.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,5.0,0.0,0.0
2021,8,0.0,,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,52,0.0,0.0,0.0,0.0,34.0,0.0,0.0,22.0,0.0,50,0.0,0.0,0.0,0.0,,0.0,0.0,22.0,0.0,0.0,0.0,,6.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,30,768,8.0,0.0,,0.0,,,,0.0,220,0.0,11.0,0.0,0.0,658,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,64.0,0.0,0.0,0.0,49.0,0.0,161,,8.0,,0.0,0.0,0.0,0.0,0.0,632,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,5.0,0.0,,,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,,0.0,0.0,0.0,0.0,21.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,84,0.0,418,0.0,0.0,,175,22.0,60.0,0.0,0.0,0.0,0.0,0.0,15.0,6.0,9.0,97,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,22.0,0.0,,0.0,7.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,0.0,0.0
2021,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,53,0.0,0.0,0.0,0.0,30.0,0.0,0.0,13.0,0.0,103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,,0.0,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,23,592,7.0,0.0,,0.0,,,0.0,0.0,234,0.0,8.0,0.0,0.0,481,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,,0.0,23.0,0.0,146,0.0,,,0.0,,0.0,0.0,,504,0.0,0.0,0.0,,0.0,0.0,,0.0,9.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,43,0.0,161,0.0,0.0,,170,19.0,48.0,,0.0,0.0,0.0,0.0,10.0,0.0,,109,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,8.0,0.0,0.0,0.0,,13.0,0.0,0.0,0.0,5.0,,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
2021,10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,50,,0.0,0.0,0.0,32.0,,0.0,16.0,0.0,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,,6.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,22,718,,0.0,0.0,0.0,,,0.0,0.0,221,0.0,5.0,0.0,0.0,549,30,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,,,41.0,0.0,140,0.0,9.0,0.0,0.0,,,,0.0,530,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,,0.0,,0.0,0.0,,0.0,0.0,,75,0.0,167,,0.0,0.0,186,7.0,69.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,20.0,0.0,,,12.0,0.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
